chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.boolshad.hgSeq.cdsExon,parameters.boolshad.hgSeq.downstream,parameters.boolshad.hgSeq.intron,parameters.boolshad.hgSeq.maskRepeats,parameters.boolshad.hgSeq.promoter,parameters.boolshad.hgSeq.revComp,parameters.boolshad.hgSeq.splitCDSUTR,parameters.boolshad.hgSeq.utrExon3,parameters.boolshad.hgSeq.utrExon5,parameters.boolshad.hgta_printCustomTrackHeaders,parameters.chromInfo,parameters.data_type,parameters.db,parameters.dbkey,parameters.description,parameters.fbDownBases,parameters.fbExonBases,parameters.fbIntronBases,parameters.fbQual,parameters.fbUpBases,parameters.hgSeq.casing,parameters.hgSeq.cdsExon,parameters.hgSeq.downstream,parameters.hgSeq.downstreamSize,parameters.hgSeq.granularity,parameters.hgSeq.intron,parameters.hgSeq.maskRepeats,parameters.hgSeq.padding3,parameters.hgSeq.padding5,parameters.hgSeq.promoter,parameters.hgSeq.promoterSize,parameters.hgSeq.repMasking,parameters.hgSeq.splitCDSUTR,parameters.hgSeq.utrExon3,parameters.hgSeq.utrExon5,parameters.hgsid,parameters.hgta_ctDesc,parameters.hgta_ctName,parameters.hgta_ctUrl,parameters.hgta_ctVis,parameters.hgta_ctWigOutType,parameters.hgta_doGalaxyQuery,parameters.hgta_doGenomicDna,parameters.hgta_doGetBed,parameters.hgta_doGetCustomTrackFile,parameters.hgta_doPrintSelectedFields,parameters.hgta_doTopSubmit,parameters.hgta_outputType,parameters.hgta_palOut,parameters.hgta_printCustomTrackHeaders,parameters.hgta_regionType,parameters.hgta_table,parameters.hgta_track,parameters.hguid,parameters.org,parameters.organism,parameters.position,parameters.table,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-12 13:30:53.007490,slurm_normal,1452605479.0,0.0,,1.0,main_w2_handler0,2561712,11474405,False,,5739068.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/pyrAer1.len""","""bed""","""pyrAer1""","""pyrAer1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2716960_AWstgjcdMqxfUJ5FakmQyVUAIjWZ""","""table browser query on cytoBandIdeo""","""tb_cytoBandIdeo""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""cytoBandIdeo""","""cytoBandIdeo""","""8879901_weT2CkGQ3Pp0QIm8m0Tn8OMHhDgw""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""cytoBandIdeo""",32.0,,27371799,1452605473.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 13:31:23.693357,76677.0,6.0
,,2016-02-08 02:34:09.412832,slurm_normal,1454898873.0,0.0,,1.0,main_w2_handler1,2591955,11740639,False,,5997172.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/metMar1.len""","""bed""","""metMar1""","""metMar1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2748842_eYrIHqJHgERUwa4SVVbj3kmqOAqs""","""table browser query on tRNAs""","""tb_tRNAs""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""tRNAs""","""tRNAs""","""8989616_eJbWxcZVjdAcCL2TE3pNjyaTS8PC""","""Methanococcus maripaludis S2""","""Methanococcus maripaludis S2""","""chr:10001-35000""","""tRNAs""",32.0,,27604537,1454898868.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 02:34:41.090193,77210.0,5.0
,,2016-02-08 02:37:38.806716,slurm_normal,1454899083.0,0.0,,1.0,main_w2_handler1,2591957,11740657,False,,5997191.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,,,,,,"""/galaxy-repl/localdata/chrom/therKoda1.len""","""fasta""","""therKoda1""","""therKoda1""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""""",,,"""lower""",,,,"""2748864_wwH9xoa7dcwRa4FhiA31xfszEfOS""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""igenics""","""igenics""","""8989624_QHlVNzdKtqlgS35aycEBDtlzCYCF""","""Thermococcus kodakaraensis""","""Thermococcus kodakaraensis""","""chr:10001-35000""","""igenics""",32.0,,27510073,1454899077.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 02:38:13.486870,76299.0,6.0
,,2016-02-08 02:45:33.576649,slurm_normal,1454899560.0,0.0,,1.0,main_w2_handler1,2591963,11740685,False,,5997228.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,,,,,,"""/galaxy-repl/localdata/chrom/nanEqu1.len""","""fasta""","""nanEqu1""","""nanEqu1""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""0""",,,"""lower""",,,,"""2748873_U5tvwSJ0AnxpTTdAPpUBS8aXHasq""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""tRNAs""","""tRNAs""","""8989574_CLaNMJXfzYv0FphEVheSjvAaoApz""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:35318-35389""","""tRNAs""",32.0,,28190102,1454899554.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 02:46:04.745328,78216.0,6.0
,,2016-02-08 02:32:43.955671,slurm_normal,1454898786.0,0.0,,1.0,main_w2_handler0,2591955,11740633,False,,5997166.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/nanEqu1.len""","""bed""","""nanEqu1""","""nanEqu1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2748835_1o4Ar45gYkN2qVyI2rolAAyX9xkE""","""table browser query on tRNAs""","""tb_tRNAs""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""tRNAs""","""tRNAs""","""8989616_eJbWxcZVjdAcCL2TE3pNjyaTS8PC""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:10001-35000""","""tRNAs""",32.0,,27604537,1454898781.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 02:33:18.873461,77210.0,5.0
,,2016-02-08 04:51:07.145678,slurm_normal,1454907092.0,0.0,,1.0,main_w2_handler1,2591997,11740964,False,,5997501.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,,,,,,"""/galaxy-repl/localdata/chrom/metMar1.len""","""fasta""","""metMar1""","""metMar1""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""0""",,,"""lower""",,,,"""2749083_qCaSXsiapAFqaTOzJrBkzaCkBLCx""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""tRNAs""","""tRNAs""","""8971366_XqG36TcyBbJAEQ5elUk21eaZF6AZ""","""Methanococcus maripaludis S2""","""Methanococcus maripaludis S2""","""chr:10001-35000""","""tRNAs""",32.0,,28091090,1454907087.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 04:51:35.643490,76653.0,5.0
,,2016-02-08 04:43:41.807564,slurm_normal,1454906645.0,0.0,,1.0,main_w1_handler1,2591997,11740931,False,,5997475.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/nanEqu1.len""","""bed""","""nanEqu1""","""nanEqu1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2749070_Bg9x9L2npEF0HH32NU1HF4a8uBNp""","""table browser query on tRNAs""","""tb_tRNAs""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""tRNAs""","""tRNAs""","""8971366_XqG36TcyBbJAEQ5elUk21eaZF6AZ""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:10001-35000""","""tRNAs""",32.0,,28091090,1454906640.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 04:44:07.850132,76653.0,5.0
,,2016-02-08 04:50:15.833925,slurm_normal,1454907043.0,0.0,,1.0,main_w1_handler0,2591997,11740962,False,,5997496.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,,,,,,"""/galaxy-repl/localdata/chrom/nanEqu1.len""","""fasta""","""nanEqu1""","""nanEqu1""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""0""",,,"""lower""",,,,"""2749082_7Fj6UowQa8vH6qzcAvUMw1xidPl0""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""tRNAs""","""tRNAs""","""8971366_XqG36TcyBbJAEQ5elUk21eaZF6AZ""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:10001-35000""","""tRNAs""",32.0,,28091090,1454907037.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 04:50:44.508322,76653.0,6.0
,,2016-01-12 08:31:30.921269,slurm_normal,1452587522.0,0.0,,1.0,main_w1_handler0,2556553,11469076,False,,5736246.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/haloHalo1.len""","""bed""","""haloHalo1""","""haloHalo1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2716667_hbNA5yncXIoti4YBJtK9kvBSXTL2""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""8879156_n1PNEToP4htbG1KtTSiOsMeogVk7""","""Halobacterium sp""","""Halobacterium sp""","""chr:10001-35000""","""refSeq""",32.0,,27369697,1452587515.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 08:32:10.590424,36150.0,7.0
,,2016-01-12 08:32:53.593098,slurm_normal,1452587601.0,0.0,,1.0,main_w1_handler0,2556580,11469123,False,,5736255.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/haloHalo1.len""","""bed""","""haloHalo1""","""haloHalo1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2716671_QDHA9H0hIaJf7XS0WS3SKKBlV9KG""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""8879156_n1PNEToP4htbG1KtTSiOsMeogVk7""","""Halobacterium sp""","""Halobacterium sp""","""chr:10001-35000""","""refSeq""",32.0,,27369697,1452587594.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 08:33:26.134762,36150.0,7.0
,,2016-01-12 11:41:27.463527,slurm_normal,1452598931.0,0.0,,1.0,main_w1_handler2,2556553,11470732,False,,5738030.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/haloHalo1.len""","""bed""","""haloHalo1""","""haloHalo1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2716845_sZpHlqmiLKuPJV98yfcwDb4Wh2gz""","""table browser query on cytoBand""","""tb_cytoBand""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""cytoBand""","""cytoBand""","""8879156_n1PNEToP4htbG1KtTSiOsMeogVk7""","""Halobacterium sp""","""Halobacterium sp""","""chr:10001-35000""","""cytoBand""",32.0,,27369697,1452598913.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 11:42:17.237155,36150.0,18.0
,,2016-01-12 11:41:27.067381,slurm_normal,1452598916.0,0.0,,1.0,main_w2_handler1,2556553,11470731,False,,5738028.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/haloHalo1.len""","""bed""","""haloHalo1""","""haloHalo1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2716845_sZpHlqmiLKuPJV98yfcwDb4Wh2gz""","""table browser query on cytoBand""","""tb_cytoBand""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""cytoBand""","""cytoBand""","""8879156_n1PNEToP4htbG1KtTSiOsMeogVk7""","""Halobacterium sp""","""Halobacterium sp""","""chr:10001-35000""","""cytoBand""",32.0,,27369697,1452598903.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 11:42:00.460441,36150.0,13.0
,,2016-02-08 01:35:46.902404,slurm_normal,1454895371.0,0.0,,1.0,main_w1_handler0,2591928,11740456,False,,5996995.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/nanEqu1.len""","""bed""","""nanEqu1""","""nanEqu1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2748793_ljy5w2j09sek9RpafT5AMHEqJRYm""","""table browser query on refSeq""","""Nanoarchaeum equitans tRNA""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,"""on""","""genome""","""refSeq""","""refSeq""","""8989482_qciw88C6FWtRxIcsvgyes7BMLx96""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:10001-35000""","""refSeq""",32.0,,28190102,1454895366.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 01:36:12.551328,78216.0,5.0
,,2016-01-12 15:48:23.691984,slurm_normal,1452613772.0,0.0,,1.0,main_w2_handler1,2538355,11478464,False,,5741599.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sulfSolf_98_2.len""","""wigBed""","""sulfSolf_98_2""","""sulfSolf_98_2""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2717118_pKM9mBWu0pfymXPvjV13xKJBV9J5""",,,,,,"""Send query to Galaxy""",,,,,"""get output""","""wigBed""",,,"""genome""","""gc20Base""","""gc20Base""","""6432599""","""Sulfolobus solfataricus 98 2 ""","""Sulfolobus solfataricus 98 2 ""","""chr:10001-35000""","""gc20Base""",32.0,,26803374,1452613734.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-12 15:49:36.831531,,38.0
,,2016-02-08 01:23:40.578283,slurm_normal,1454894843.0,0.0,,1.0,main_w1_handler2,2591928,11740438,False,,5996982.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/nanEqu1.len""","""bed""","""nanEqu1""","""nanEqu1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2748784_GG0VDVA2k2DUppQUaYq2vYJmAw71""","""table browser query on tRNAs""","""Nanoarchaeum equitans tRNA""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,"""on""","""genome""","""tRNAs""","""tRNAs""","""8989451_oDRXMvzBaIrshyeadHzyh4Vy2gAh""","""Nanoarchaeum equitans""","""Nanoarchaeum equitans""","""chr:10001-35000""","""tRNAs""",32.0,,28190102,1454894838.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-08 01:27:26.113522,78216.0,5.0
,,2015-12-25 20:43:01.026343,slurm_normal,1452743886.0,0.0,,1.0,main_w1_handler2,2548350,11326490,False,,5764918.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/pyrAer1.len""","""bed""","""pyrAer1""","""pyrAer1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2676494_NgXhBFERJgq2aSg5Qjc73kInNAAZ""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""8819199_OpK0GtwGDE1Tdwha8877370nQKGO""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""refSeq""",32.0,,27000183,1452743873.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-14 04:00:07.433218,75808.0,13.0
,,2016-01-15 03:17:01.545650,slurm_normal,1452827848.0,0.0,,1.0,main_w2_handler0,2566401,11508927,False,,5777112.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""","""0""","""0""","""0""","""0""","""0""",,"""0""","""0""","""0""",,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""fasta""","""pyrAer1""","""pyrAer1""","""genome""",,,,,,"""exon""","""on""",,"""1000""","""gene""","""on""",,"""0""","""0""",,"""1000""","""lower""",,"""on""","""on""","""2720195_ccMSY2lW0wOerhAhEGEVyaUxDY7w""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""refSeq""","""refSeq""","""8892439_jT9ksw5Q2NQXVbAOCq0AjiVGbetp""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""refSeq""",32.0,,27253416,1452827839.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-15 03:17:30.667712,76299.0,9.0
,,2016-01-13 09:49:03.878938,slurm_normal,1452678584.0,0.0,,1.0,main_w1_handler2,2563956,11489697,False,,5753788.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/haloHalo1.len""","""bed""","""haloHalo1""","""haloHalo1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2717889_MNM0maaFjCWkmvlqxDGdZubHXSpl""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""8858551_iA1oNO95vfni3MgjzWu4VuS3xSQR""","""Halobacterium sp""","""Halobacterium sp""","""chr:10001-35000""","""refSeq""",32.0,,27397120,1452678577.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-13 09:49:48.979216,36150.0,7.0
,,2016-01-15 01:56:14.443328,slurm_normal,1452822998.0,0.0,,1.0,main_w2_handler0,2565124,11508691,False,,5776762.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""fasta""","""pyrAer1""","""pyrAer1""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2719846_9oo71IIoBjLBf4Y6PnBEi1wOOuWf""",,,,,,"""Send query to Galaxy""",,,,,,"""sequence""","""submit""",,"""genome""","""refSeq""","""refSeq""","""8891967_CkIFxdfmLj0h3njzIaFBiamnNnJF""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:739549-740151""","""refSeq""",32.0,,27422338,1452822992.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-15 01:56:42.824111,288.0,6.0
,,2016-01-14 00:24:37.780131,slurm_normal,1452731103.0,0.0,,1.0,main_w1_handler1,1833785,11497774,False,,5763287.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""fasta""","""pyrAer1""","""pyrAer1""","""genome""",,,,,,,,,,,,,,,,,,,,,"""2718744_4AhYahxMu8v1nMmxWOE18AjQba5N""",,,,,,"""Send query to Galaxy""",,,,,,"""fasta""","""submit""",,"""genome""","""refSeq""","""refSeq""","""8886392_wtuAQR3O4hcUI05Cf4JRnO3ph31J""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""refSeq""",32.0,,27422338,1452731098.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-14 00:25:07.815698,288.0,5.0
,,2016-01-17 14:59:21.074881,slurm_normal,1453042789.0,0.0,,1.0,main_w1_handler1,2418478,11529094,False,,5796637.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,"""0""",,,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""fasta""","""eschColi_K12""","""eschColi_K12""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""0""",,,"""lower""",,,,"""2722683_horo9YnvSaPvf37tooRlnpycC06n""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""cytoBand""","""cytoBand""","""8902087_WkpUeIdQIdmUd7cAf3vvDOGqzwmT""","""Escherichia coli K12""","""Escherichia coli K12""","""chr:10001-35000""","""cytoBand""",32.0,,27487070,1453042779.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-17 14:59:51.874471,68168.0,10.0
,,2016-02-10 00:05:00.120428,slurm_normal,1455062729.0,0.0,,1.0,main_w2_handler1,2594573,11767956,False,,6023752.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,"""0""",,,,,,,"""/galaxy-repl/localdata/chrom/therKoda1.len""","""fasta""","""therKoda1""","""therKoda1""","""genome""",,,,,,"""upper""","""1""",,,,,,"""0""","""0""",,,"""lower""",,,,"""2751800_Ae8pyLga9iI1aWyieSqXjto3fH8m""",,,,,,"""Send query to Galaxy""","""get sequence""",,,,,"""sequence""",,,"""genome""","""igenics""","""igenics""","""8997828_tDlwHF10yavGcA5N1COtmkLjR5Wa""","""Thermococcus kodakaraensis""","""Thermococcus kodakaraensis""","""chr:10001-35000""","""igenics""",32.0,,27637931,1455062719.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-10 00:05:36.348358,77210.0,10.0
,,2016-03-12 00:06:30.766867,slurm_normal,1457741242.0,0.0,,1.0,main_w2_handler0,2621948,12111696,False,,6335157.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/nostSp.len""","""bed""","""nostSp""","""nostSp""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2791862_Rfm16UXruJepOD55AbMZakg4oiTr""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""9106844_NGjb0UcP7tMzBlEtjdIxJmbj728c""","""Nostoc sp""","""Nostoc sp""","""chr:10001-35000""","""refSeq""",32.0,,28822096,1457741233.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-03-12 00:07:26.475310,79860.0,9.0
,,2016-01-19 20:39:11.841152,slurm_normal,1453235990.0,0.0,,1.0,main_w1_handler1,2571135,11552856,False,,5818494.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/pyrAer1.len""","""bed""","""pyrAer1""","""pyrAer1""","""genome""","""200""","""0""","""0""","""whole""","""200""",,,,,,,,,,,,,,,,"""2725391_A5Uba9g8wnUf5JSH4JM8km8pbXRL""","""table browser query on refSeq""","""tb_refSeq""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""refSeq""","""refSeq""","""8911540_CSmPAwPWYdM9QQblvd5S4l3Qnukh""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""refSeq""",32.0,,27556813,1453235974.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-19 20:39:55.606376,,16.0
,,2016-01-22 02:13:00.120410,slurm_normal,1453428839.0,0.0,,1.0,main_w1_handler2,2558571,11576823,False,,5842482.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/pyrAer1.len""","""bed""","""pyrAer1""","""pyrAer1""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2728673_EjDkfHehTX6hIWeSCnHknjdK03UE""","""table browser query on tRNAs""","""tb_tRNAs""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""tRNAs""","""tRNAs""","""8892475_DIHQ4PwXvNkAwooQ6YcpQs2bpN9C""","""Pyrobaculum aerophilum""","""Pyrobaculum aerophilum""","""chr:10001-35000""","""tRNAs""",32.0,,27604638,1453428794.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-01-22 02:14:23.262163,76398.0,45.0
,,2016-02-11 05:06:28.131435,slurm_normal,1455167212.0,0.0,,1.0,main_w2_handler0,2596099,11784561,False,,6039796.roundup,slurm,,132112168.0,corral-repl,,"""http://archaea.ucsc.edu/cgi-bin/hgTables""","""post""",,,,,,,,,,"""0""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""bed""","""eschColi_K12""","""eschColi_K12""","""genome""","""200""",,,"""whole""","""200""",,,,,,,,,,,,,,,,"""2754091_wdcN1kxoWciZI1f3059cY5j2apxt""","""table browser query on cytoBandIdeo""","""tb_cytoBandIdeo""","""""","""pack""",,"""Send query to Galaxy""",,"""get BED""",,,,"""bed""",,,"""genome""","""cytoBandIdeo""","""cytoBandIdeo""","""9002559_ML7aEjAAyNamUvJ7qpNkTWDtYQ3x""","""Escherichia coli K12""","""Escherichia coli K12""","""chr:10001-35000""","""cytoBandIdeo""",32.0,,28279787,1455167206.0,ok,1023996.0,ucsc_table_direct_archaea1,1.0.0,,2016-02-11 05:06:56.388411,77800.0,6.0
